ensembl_id,gene_name,gene_type,chromosome,WZ12_CADASIL_Control,WZ16_CADASIL_C224Y,WZ4_CADASIL_Control,WZ8_CADASIL_Control,XZ5_CADASIL_R153C,XZ6_CADASIL_R153C_isoCtrl,XZ7_CADASIL_C224Y_isoCtrl
ENSG00000240069.1,GPAA1P1,transcribed_processed_pseudogene,chr2,0,0,0,0,0,0,0
ENSG00000240074.1,RPL9P30,processed_pseudogene,chr17,0,0,0,0,0,0,0
ENSG00000240083.2,RPS3AP22,processed_pseudogene,chr5,0,0,0,0,0,0,0
ENSG00000240084.1,MTND4LP10,processed_pseudogene,chr3,0,0,0,0,0,0,0
ENSG00000240086.7,ENSG00000240086,lncRNA,chr3,22,17,4,2,62,25,10
ENSG00000240087.3,RPSAP12,processed_pseudogene,chr12,3,1,3,3,1,4,6
ENSG00000240089.2,BMS1P3,transcribed_unprocessed_pseudogene,chr10,0,0,0,0,0,0,0
ENSG00000240093.1,ENSG00000240093,lncRNA,chr7,0,0,0,0,1,0,0
ENSG00000240095.1,ENSG00000240095,lncRNA,chr3,0,0,0,0,0,0,0
ENSG00000240096.1,ENSG00000240096,processed_pseudogene,chr14,0,0,0,0,1,1,0
ENSG00000240097.1,MTERF1P1,processed_pseudogene,chr3,0,0,0,0,0,0,0
ENSG00000240098.3,RN7SL351P,misc_RNA,chr11,2,0,1,0,0,0,0
ENSG00000240100.1,RPL36P15,processed_pseudogene,chr12,0,0,0,0,0,0,0
ENSG00000240103.2,ENSG00000240103,unprocessed_pseudogene,chr17,0,0,0,0,0,0,1
ENSG00000240106.2,RN7SL146P,misc_RNA,chr19,0,0,1,0,1,1,0
ENSG00000240107.1,SSX2IPP1,processed_pseudogene,chr3,0,0,0,0,0,0,0
ENSG00000240108.2,NCOR1P1,transcribed_unprocessed_pseudogene,chr20,0,0,0,0,0,0,0
ENSG00000240116.3,RN7SL303P,misc_RNA,chr8,0,0,0,0,0,0,0
ENSG00000240121.1,RPS27P20,processed_pseudogene,chr11,0,0,0,0,0,0,0
ENSG00000240122.1,FABP5P11,processed_pseudogene,chr22,0,0,0,0,0,0,1
ENSG00000240125.1,RPL23AP75,processed_pseudogene,chr17,0,0,0,0,1,0,5
ENSG00000240128.1,KRT18P43,processed_pseudogene,chr3,0,0,0,0,0,0,0
ENSG00000240131.1,ENSG00000240131,processed_pseudogene,chr14,0,0,0,0,0,0,0
ENSG00000240132.1,ETF1P2,processed_pseudogene,chr7,0,0,0,0,2,0,2
ENSG00000240135.1,PSMD12P1,unprocessed_pseudogene,chr3,0,0,1,0,0,0,0
ENSG00000240137.8,ERICH6-AS1,lncRNA,chr3,58,36,33,36,61,54,32
ENSG00000240138.1,EEF1GP4,processed_pseudogene,chr3,0,0,0,0,0,0,0
ENSG00000240143.1,ENSG00000240143,lncRNA,chrX,0,0,0,0,0,0,0
ENSG00000240151.3,RN7SL826P,misc_RNA,chr8,0,0,0,1,0,0,0
ENSG00000240152.2,LINC02271,lncRNA,chr4,0,0,0,0,0,0,0
ENSG00000240156.1,COX6CP6,processed_pseudogene,chr3,0,0,0,0,1,1,0
ENSG00000240159.1,RPL6P16,processed_pseudogene,chr4,0,0,0,0,0,0,0
ENSG00000240160.3,RN7SL263P,misc_RNA,chr22,0,0,0,0,0,0,0
ENSG00000240163.1,RPL36AP44,processed_pseudogene,chr15,0,0,0,0,0,0,0
ENSG00000240167.1,RPS7P7,processed_pseudogene,chr4,0,0,0,0,0,0,0
ENSG00000240173.3,RN7SL771P,misc_RNA,chr7,1,0,0,1,0,0,0
ENSG00000240174.1,ENSG00000240174,processed_pseudogene,chr11,0,0,0,0,0,0,0
ENSG00000240175.1,MAGI1-AS1,lncRNA,chr3,0,0,0,0,0,0,0
ENSG00000240179.1,RPL26P3,processed_pseudogene,chr14,0,0,0,0,0,0,0
ENSG00000240180.1,RPL12P28,processed_pseudogene,chr10,0,0,0,0,0,0,0
ENSG00000240183.3,RN7SL297P,misc_RNA,chr2,1,0,0,0,0,0,0
ENSG00000240184.7,PCDHGC3,protein_coding,chr5,859,2779,1069,270,2998,1128,2248
ENSG00000240186.3,RN7SL633P,misc_RNA,chr22,0,0,0,0,0,0,0
ENSG00000240189.3,RN7SL621P,misc_RNA,chr8,0,0,0,0,0,0,0
ENSG00000240194.7,CYMP,transcribed_unitary_pseudogene,chr1,0,0,0,0,0,0,0
ENSG00000240197.1,ENSG00000240197,unprocessed_pseudogene,chr19,0,0,0,0,0,0,0
ENSG00000240198.5,ARHGEF3-AS1,lncRNA,chr3,0,0,0,0,0,0,0
ENSG00000240199.3,RN7SL520P,misc_RNA,chr16,0,0,0,0,0,0,0
ENSG00000240201.1,ENSG00000240201,processed_pseudogene,chr14,0,0,0,0,0,0,0
ENSG00000240202.3,RN7SL223P,misc_RNA,chr11,0,0,0,0,0,0,0
ENSG00000240203.3,RN7SL567P,misc_RNA,chr3,0,0,0,0,0,0,0
ENSG00000240204.3,SMKR1,protein_coding,chr7,7,0,6,2,4,1,1
ENSG00000240205.3,RN7SL865P,misc_RNA,chr12,0,0,0,0,0,0,0
ENSG00000240207.7,ENSG00000240207,lncRNA,chr3,12,6,2,4,5,3,7
ENSG00000240210.3,RPL7AP5,processed_pseudogene,chr14,0,0,0,0,1,0,0
ENSG00000240211.1,PPP1R35-AS1,lncRNA,chr7,4,2,7,1,3,2,1
ENSG00000240215.4,TRBV25OR9-2,TR_V_pseudogene,chr9,0,0,0,0,0,0,0
ENSG00000240216.7,CPHL1P,transcribed_unitary_pseudogene,chr3,5,0,0,1,0,1,0
ENSG00000240219.1,ENSG00000240219,lncRNA,chr1,4,0,2,1,3,1,3
ENSG00000240225.11,ZNF542P,transcribed_unprocessed_pseudogene,chr19,0,0,0,0,0,0,0
ENSG00000240230.6,COX19,protein_coding,chr7,455,398,332,424,456,549,380
ENSG00000240231.1,RPS27P29,processed_pseudogene,chr19,0,1,0,0,0,0,0
ENSG00000240233.3,RN7SL587P,misc_RNA,chr14,0,0,0,0,0,0,0
ENSG00000240235.3,RN7SL794P,misc_RNA,chr9,0,0,0,0,0,0,0
ENSG00000240236.1,HNRNPA1P23,processed_pseudogene,chr3,0,0,0,0,0,0,0
ENSG00000240237.1,RPL21P78,processed_pseudogene,chr8,0,0,0,0,0,0,0
ENSG00000240238.1,RPL21P117,processed_pseudogene,chr15,0,0,0,0,0,0,0
ENSG00000240240.10,ENSG00000240240,lncRNA,chr9,0,0,0,0,0,0,0
ENSG00000240241.5,ENSG00000240241,lncRNA,chr3,3,0,24,33,0,0,16
ENSG00000240244.3,GAPDHP33,processed_pseudogene,chr1,6,0,3,1,4,2,2
ENSG00000240246.1,RPL32P8,processed_pseudogene,chr3,0,0,0,0,0,0,0
ENSG00000240247.8,DEFA1B,protein_coding,chr8,0,0,0,0,0,0,0
ENSG00000240250.3,RN7SL541P,misc_RNA,chr5,0,0,0,0,0,0,0
ENSG00000240253.7,FAR2P3,transcribed_unprocessed_pseudogene,chr2,0,0,0,0,0,0,0
ENSG00000240254.2,B4GALT4-AS1,lncRNA,chr3,0,0,0,2,0,0,0
ENSG00000240255.1,PSMC1P6,processed_pseudogene,chr3,0,0,0,0,0,0,0
ENSG00000240265.1,H1-8P1,processed_pseudogene,chr3,0,0,0,0,0,0,0
ENSG00000240268.7,MOXD2P,transcribed_unprocessed_pseudogene,chr7,0,0,0,0,0,0,0
ENSG00000240270.1,RPL12P37,processed_pseudogene,chr17,0,2,1,0,1,1,1
ENSG00000240271.1,RPL29P18,processed_pseudogene,chr8,0,0,0,0,0,0,0
ENSG00000240280.7,TCAM1P,transcribed_unitary_pseudogene,chr17,0,1,0,0,0,0,0
ENSG00000240281.2,ENSG00000240281,processed_pseudogene,chr5,0,0,0,0,0,0,0
ENSG00000240286.1,MEAF6P1,processed_pseudogene,chr2,0,0,0,0,0,0,0
ENSG00000240288.8,GHRLOS,lncRNA,chr3,25,21,32,15,9,6,7
ENSG00000240291.1,ENSG00000240291,lncRNA,chr10,22,28,31,15,26,9,8
ENSG00000240294.2,RN7SKP241,misc_RNA,chr10,0,0,0,0,0,0,0
ENSG00000240296.1,ENSG00000240296,processed_pseudogene,chr19,0,0,0,0,0,0,0
ENSG00000240298.3,RPL36AP40,processed_pseudogene,chr11,0,0,0,0,0,0,0
ENSG00000240299.3,RN7SL187P,misc_RNA,chr9,0,0,0,0,0,0,0
ENSG00000240302.3,RN7SL717P,misc_RNA,chr2,0,0,0,0,0,0,0
ENSG00000240303.8,ACAD11,protein_coding,chr3,67,53,73,47,66,38,38
ENSG00000240305.1,RPL6P26,processed_pseudogene,chr17,0,0,0,0,0,0,0
ENSG00000240306.2,RN7SL100P,misc_RNA,chr9,0,0,0,0,0,0,0
ENSG00000240309.1,MTCO1P6,processed_pseudogene,chr3,0,0,0,0,0,0,0
ENSG00000240311.1,ENSG00000240311,processed_pseudogene,chr16,1,0,0,1,0,0,0
ENSG00000240317.3,RN7SL764P,misc_RNA,chr2,0,0,0,0,0,0,0
ENSG00000240320.1,RPS29P27,processed_pseudogene,chr19,0,0,0,0,0,0,0
ENSG00000240322.3,RN7SL481P,misc_RNA,chr7,1,4,1,1,3,0,2
ENSG00000240327.3,RN7SL93P,misc_RNA,chrX,0,0,0,0,0,0,0
ENSG00000240328.1,ENSG00000240328,processed_pseudogene,chr12,0,0,0,0,0,0,0
ENSG00000240338.7,ENSG00000240338,transcribed_unprocessed_pseudogene,chr16,0,0,0,0,0,0,0
ENSG00000240342.3,RPS2P5,processed_pseudogene,chr12,3977,2615,2467,3360,3545,2879,3267
ENSG00000240344.10,PPIL3,protein_coding,chr2,611,527,274,372,561,385,175
ENSG00000240347.3,RN7SL35P,misc_RNA,chr7,0,0,0,0,0,1,0
ENSG00000240350.3,SOCAR,lncRNA,chr2,4,3,1,3,5,3,4
ENSG00000240354.1,ENSG00000240354,lncRNA,chr3,0,0,0,0,0,0,0
ENSG00000240355.1,ENSG00000240355,lncRNA,chr7,0,0,0,0,0,0,0
ENSG00000240356.6,RPL23AP7,transcribed_processed_pseudogene,chr2,389,156,235,269,308,298,234
ENSG00000240359.1,UBL5P3,processed_pseudogene,chr3,0,0,0,0,0,0,0
ENSG00000240361.3,OR4G11P,transcribed_unprocessed_pseudogene,chr1,0,0,0,0,0,0,0
ENSG00000240364.1,RPL31P59,processed_pseudogene,chr18,0,0,0,0,0,0,0
ENSG00000240366.1,RPL36AP45,processed_pseudogene,chr15,0,0,0,0,0,2,0
ENSG00000240370.6,RPL13P5,transcribed_processed_pseudogene,chr12,89,29,83,93,45,79,57
ENSG00000240371.1,RPS4XP13,processed_pseudogene,chr11,0,2,2,4,3,1,0
ENSG00000240373.1,SEC62-AS1,lncRNA,chr3,0,0,0,0,0,0,0
ENSG00000240374.3,RN7SL503P,misc_RNA,chr1,0,0,0,0,0,0,0
ENSG00000240375.1,VPS26AP1,processed_pseudogene,chr3,0,0,0,0,0,0,0
ENSG00000240376.1,ENSG00000240376,processed_pseudogene,chr5,13,11,3,10,23,18,23
ENSG00000240382.3,IGKV1-17,IG_V_gene,chr2,0,0,0,0,0,0,0
ENSG00000240385.1,RPS29P20,processed_pseudogene,chr11,0,0,0,0,0,1,0
ENSG00000240386.4,LCE1F,protein_coding,chr1,0,0,0,0,0,1,1
ENSG00000240388.2,ENSG00000240388,processed_pseudogene,chr5,0,0,0,0,1,0,0
ENSG00000240392.1,RPL9P3,processed_pseudogene,chr14,0,0,0,1,0,0,0
ENSG00000240393.1,DRG1P2,processed_pseudogene,chr3,0,0,1,0,0,0,0
ENSG00000240395.1,RPL5P23,processed_pseudogene,chr8,4,2,2,0,5,1,4
ENSG00000240399.1,ENSG00000240399,transcribed_processed_pseudogene,chr12,9,6,28,9,1,4,4
ENSG00000240401.9,ENSG00000240401,lncRNA,chr2,7,3,1,0,6,2,3
ENSG00000240403.5,KIR3DL2,protein_coding,chr19,0,0,0,0,0,0,1
ENSG00000240404.2,ENSG00000240404,processed_pseudogene,chr3,0,0,0,0,0,0,0
ENSG00000240405.7,SAMMSON,lncRNA,chr3,1,0,0,0,10,0,0
ENSG00000240409.1,MTATP8P1,unprocessed_pseudogene,chr1,0,0,2,1,2,0,0
ENSG00000240411.2,RPL5P16,processed_pseudogene,chr5,0,0,0,0,0,0,0
ENSG00000240412.1,RPL5P15,processed_pseudogene,chr5,0,0,0,0,0,0,0
ENSG00000240416.1,CYCSP20,processed_pseudogene,chr7,0,0,0,0,0,0,0
ENSG00000240418.1,ENSG00000240418,processed_pseudogene,chr19,2,0,0,0,2,0,0
ENSG00000240419.1,ENSG00000240419,processed_pseudogene,chr16,0,0,0,0,0,0,0
ENSG00000240423.3,LINC00636,lncRNA,chr3,0,0,0,0,1,0,0
ENSG00000240424.2,ENSG00000240424,processed_pseudogene,chr12,0,0,0,0,0,0,0
ENSG00000240426.1,RPL36AP18,processed_pseudogene,chr4,0,0,0,0,0,0,0
ENSG00000240427.1,RPS26P34,processed_pseudogene,chr8,0,0,0,0,0,0,0
ENSG00000240429.1,LRRFIP1P1,processed_pseudogene,chr3,25,29,27,46,39,33,27
ENSG00000240432.4,KRTAP13-3,protein_coding,chr21,0,0,0,0,0,0,0
ENSG00000240435.2,RPS12P27,processed_pseudogene,chr16,0,0,0,0,0,0,0
ENSG00000240436.1,RPL35AP14,processed_pseudogene,chr5,0,0,0,0,0,0,0
ENSG00000240438.2,OFD1P5Y,unprocessed_pseudogene,chrY,0,0,0,0,0,0,0
ENSG00000240439.3,RN7SL91P,misc_RNA,chrX,0,0,0,0,0,0,0
ENSG00000240440.1,ENSG00000240440,lncRNA,chr2,0,0,0,1,0,1,0
ENSG00000240441.1,RPL17P38,processed_pseudogene,chr12,0,2,1,1,0,0,3
ENSG00000240443.1,RPS10P20,transcribed_processed_pseudogene,chr12,0,0,0,0,0,0,0
ENSG00000240445.6,FOXO3B,protein_coding,chr17,396,477,275,442,817,466,509
ENSG00000240449.1,REPIN1-AS1,lncRNA,chr7,6,0,2,4,6,0,0
ENSG00000240450.1,CSPG4P1Y,lncRNA,chrY,0,0,0,0,0,0,0
ENSG00000240452.1,MTCO1P29,unprocessed_pseudogene,chr3,0,0,0,0,0,0,0
ENSG00000240454.1,RPL39P26,processed_pseudogene,chr11,0,0,0,0,0,0,0
ENSG00000240457.3,RN7SL472P,misc_RNA,chr14,0,0,0,0,0,0,0
ENSG00000240458.1,ENSG00000240458,processed_pseudogene,chr3,0,0,0,0,0,0,0
ENSG00000240459.2,ENSG00000240459,processed_pseudogene,chr4,0,1,0,0,0,0,0
ENSG00000240463.1,RPS19P3,processed_pseudogene,chr14,4,3,5,4,0,4,1
ENSG00000240470.3,RN7SL346P,misc_RNA,chr15,0,0,0,0,0,0,0
ENSG00000240471.1,PHB1P8,processed_pseudogene,chr3,0,0,0,0,0,0,0
ENSG00000240474.3,RN7SL116P,misc_RNA,chr20,0,0,0,0,0,0,0
ENSG00000240476.1,LINC00973,lncRNA,chr3,180,2,590,150,7,315,254
ENSG00000240477.1,EIF3JP2,processed_pseudogene,chr3,0,0,0,0,0,0,1
ENSG00000240478.1,ENSG00000240478,lncRNA,chr3,0,0,0,0,0,0,0
ENSG00000240480.1,RPL29P2,transcribed_processed_pseudogene,chr17,0,0,0,0,0,0,0
ENSG00000240481.3,RN7SL38P,misc_RNA,chr12,0,0,0,0,0,0,0
ENSG00000240484.1,RPL31P6,processed_pseudogene,chr15,0,0,0,0,0,0,0
ENSG00000240486.2,RPL23AP54,processed_pseudogene,chr8,0,0,0,0,0,0,0
ENSG00000240487.1,ATOSBP1,processed_pseudogene,chr3,0,0,0,0,0,0,0
ENSG00000240489.1,SETP14,processed_pseudogene,chr3,14,19,10,19,27,23,23
ENSG00000240490.3,RN7SL277P,misc_RNA,chr1,0,0,0,0,0,0,0
ENSG00000240494.2,RPS12P28,processed_pseudogene,chr17,0,0,0,0,0,0,0
ENSG00000240497.3,ENSG00000240497,lncRNA,chr3,4,1,6,3,3,5,6
ENSG00000240498.9,CDKN2B-AS1,lncRNA,chr9,273,10,126,1282,79,102,202
ENSG00000240499.7,ENSG00000240499,lncRNA,chr7,0,0,0,0,0,0,0
ENSG00000240502.2,RN7SL837P,misc_RNA,chr1,0,0,0,0,0,0,0
ENSG00000240505.9,TNFRSF13B,protein_coding,chr17,0,0,0,0,2,0,0
ENSG00000240509.1,RPL34P18,processed_pseudogene,chr8,6,2,1,2,3,3,3
ENSG00000240511.1,MED28P2,processed_pseudogene,chr3,0,0,0,1,0,0,0
ENSG00000240513.1,ENSG00000240513,processed_pseudogene,chr14,0,0,0,0,0,0,0
ENSG00000240518.2,RPL36P11,processed_pseudogene,chr5,0,0,0,0,0,0,0
ENSG00000240519.1,ENSG00000240519,processed_pseudogene,chr8,0,0,0,0,0,0,0
ENSG00000240520.7,UOX,transcribed_unitary_pseudogene,chr1,0,0,2,0,1,3,1
ENSG00000240521.1,ENSG00000240521,lncRNA,chr3,0,0,0,0,0,0,0
ENSG00000240522.1,RPL7AP10,processed_pseudogene,chr19,0,0,0,0,0,1,0
ENSG00000240527.1,ENSG00000240527,lncRNA,chr10,0,0,0,0,0,0,0
ENSG00000240531.1,RPL21P123,transcribed_processed_pseudogene,chr17,0,0,0,0,0,0,1
ENSG00000240533.3,RN7SL69P,misc_RNA,chr12,0,0,0,0,0,0,0
ENSG00000240534.1,RPL34P17,processed_pseudogene,chr8,0,0,0,0,0,0,0
ENSG00000240535.8,ENSG00000240535,lncRNA,chr5,1,0,0,0,0,1,1
ENSG00000240540.2,RPL3P9,processed_pseudogene,chr8,1,1,0,1,2,2,7
ENSG00000240541.3,TM4SF1-AS1,lncRNA,chr3,1,1,1,3,0,2,0
ENSG00000240542.6,KRTAP9-1,protein_coding,chr17,0,0,0,0,0,0,0
ENSG00000240545.3,RN7SL492P,misc_RNA,chr4,0,0,0,0,0,0,0
ENSG00000240549.2,THOC7-AS1,lncRNA,chr3,0,0,0,0,0,0,0
ENSG00000240553.1,ENSG00000240553,lncRNA,chr1,0,0,0,0,0,0,0
ENSG00000240554.1,RPL7AP58,processed_pseudogene,chr11,0,0,0,0,0,0,0
ENSG00000240562.1,LINC01472,lncRNA,chr3,0,0,0,0,0,0,0
ENSG00000240563.2,L1TD1,protein_coding,chr1,64,93,85,402,52,62,64
ENSG00000240566.1,ENSG00000240566,processed_pseudogene,chrY,0,0,0,0,0,0,0
ENSG00000240567.1,LINC02067,lncRNA,chr3,0,0,0,0,0,0,0
ENSG00000240568.1,LCORLP1,processed_pseudogene,chr3,0,0,0,0,0,0,0
ENSG00000240571.1,ENSG00000240571,lncRNA,chr7,0,0,0,0,0,0,0
ENSG00000240572.1,ARHGEF28P1,processed_pseudogene,chr3,0,0,0,0,0,0,0
ENSG00000240573.1,ENSG00000240573,lncRNA,chr3,0,0,0,0,0,0,0
ENSG00000240577.3,RN7SL445P,misc_RNA,chr10,0,0,0,0,0,0,0
ENSG00000240578.1,TRBV22-1,TR_V_pseudogene,chr7,0,0,0,0,0,0,0
ENSG00000240579.1,ENSG00000240579,processed_pseudogene,chr7,0,0,0,0,0,0,0
ENSG00000240583.14,AQP1,protein_coding,chr7,1242,297,919,1369,808,668,516
ENSG00000240584.3,RN7SL547P,misc_RNA,chr20,0,0,0,0,0,0,0
ENSG00000240589.3,RN7SL258P,misc_RNA,chr17,1,1,0,0,0,0,0
ENSG00000240590.1,RPSAP48,processed_pseudogene,chr8,0,0,0,0,0,0,0
ENSG00000240591.2,ENSG00000240591,lncRNA,chr22,3,3,3,0,1,1,0
ENSG00000240596.1,KCNAB1-AS2,lncRNA,chr3,0,0,0,0,0,0,0
ENSG00000240601.1,RPL9P15,processed_pseudogene,chr3,0,0,0,0,0,0,0
ENSG00000240602.10,AADACP1,transcribed_unprocessed_pseudogene,chr3,0,0,0,0,0,0,0
ENSG00000240606.3,RN7SL564P,misc_RNA,chr6,0,0,0,0,0,0,0
ENSG00000240611.1,RPL6P15,processed_pseudogene,chr5,0,0,0,0,0,0,0
ENSG00000240613.3,RN7SL98P,misc_RNA,chr9,0,0,0,0,0,0,0
ENSG00000240616.1,RPS6P25,processed_pseudogene,chr19,6,5,2,2,7,2,8
ENSG00000240621.1,OR2AO1P,unprocessed_pseudogene,chr7,0,0,0,0,0,0,0
ENSG00000240622.1,RPL7P15,processed_pseudogene,chr3,0,0,0,0,1,0,0
ENSG00000240624.1,RPL17P4,processed_pseudogene,chr14,0,0,0,0,0,0,0
ENSG00000240625.3,RN7SL403P,misc_RNA,chr6,3,2,2,2,1,1,1
ENSG00000240626.3,RN7SL150P,misc_RNA,chr19,0,0,0,0,0,0,0
ENSG00000240627.1,ENSG00000240627,processed_pseudogene,chr5,0,0,0,0,0,0,0
ENSG00000240631.1,RPL30P12,processed_pseudogene,chr12,0,0,0,0,0,0,0
ENSG00000240632.7,SPATA31D5P,transcribed_unprocessed_pseudogene,chr9,0,0,0,0,0,0,0
ENSG00000240634.1,ENSG00000240634,processed_pseudogene,chr16,0,1,0,0,0,0,0
ENSG00000240637.3,RN7SL808P,misc_RNA,chr4,0,0,0,0,0,0,0
ENSG00000240639.3,RN7SL666P,misc_RNA,chr20,0,0,0,0,0,0,0
ENSG00000240641.3,RN7SL580P,misc_RNA,chr6,0,0,0,0,0,0,0
ENSG00000240647.3,RN7SL305P,misc_RNA,chr22,0,0,0,0,0,0,0
ENSG00000240651.1,SEPTIN7P4,unprocessed_pseudogene,chr7,0,0,0,0,0,0,0
ENSG00000240652.1,ENSG00000240652,processed_pseudogene,chr11,3,1,0,2,0,0,1
ENSG00000240654.6,C1QTNF9,protein_coding,chr13,0,0,0,0,0,0,0
ENSG00000240661.3,BTNL12P,transcribed_unitary_pseudogene,chr3,9,31,4,6,14,8,0
ENSG00000240663.3,RN7SL310P,misc_RNA,chr18,0,0,0,0,0,0,0
ENSG00000240665.1,LSP1P2,processed_pseudogene,chr3,0,0,0,0,0,0,0
ENSG00000240666.2,MME-AS1,lncRNA,chr3,0,0,0,0,0,0,0
ENSG00000240667.1,NBPF18P,unprocessed_pseudogene,chr1,0,0,0,0,0,0,0
ENSG00000240668.1,KRT8P36,processed_pseudogene,chr3,2,10,56,3,6,33,64
ENSG00000240669.1,ENSG00000240669,processed_pseudogene,chr4,0,0,0,0,0,0,0
ENSG00000240671.4,IGKV1-8,IG_V_gene,chr2,0,0,0,0,0,0,0
ENSG00000240673.1,ENSG00000240673,processed_pseudogene,chr19,0,0,0,0,0,0,0
ENSG00000240674.1,RPL21P51,processed_pseudogene,chr4,0,0,0,0,1,1,0
ENSG00000240677.1,MYL6P4,processed_pseudogene,chr7,0,0,0,0,0,0,0
ENSG00000240680.1,H4P1,processed_pseudogene,chr7,0,0,0,0,0,0,0
ENSG00000240682.10,ISY1,protein_coding,chr3,276,308,254,291,522,244,211
ENSG00000240687.4,ENSG00000240687,lncRNA,chr2,1,0,1,0,0,0,0
ENSG00000240692.3,RN7SL538P,misc_RNA,chr1,0,1,0,0,0,0,0
ENSG00000240694.9,PNMA2,protein_coding,chr8,690,44,647,691,45,684,314
ENSG00000240695.1,DNAJC8P2,processed_pseudogene,chr3,2,0,3,2,3,2,4
ENSG00000240698.1,RPS2P39,processed_pseudogene,chr11,0,0,0,0,0,0,0
ENSG00000240704.1,KLF7P1,processed_pseudogene,chr3,0,0,0,0,0,0,0
ENSG00000240707.3,LINC01168,lncRNA,chr10,0,0,0,0,0,0,0
ENSG00000240708.2,LINC02030,lncRNA,chr3,2,0,0,2,3,0,0
ENSG00000240710.1,ENSG00000240710,lncRNA,chr1,0,0,0,0,2,0,0
ENSG00000240713.3,RN7SL860P,misc_RNA,chr19,0,0,0,0,0,0,0
ENSG00000240718.3,RN7SL851P,misc_RNA,chr7,1,0,0,3,1,0,0
ENSG00000240720.10,LRRD1,protein_coding,chr7,2,1,1,1,4,0,0
ENSG00000240721.2,RPS4XP15,processed_pseudogene,chr12,1,2,0,1,0,0,0
ENSG00000240723.3,RN7SL382P,misc_RNA,chr4,0,0,0,0,0,0,0
ENSG00000240724.2,RPS12P15,processed_pseudogene,chr8,0,0,0,0,0,0,0
ENSG00000240729.1,RPL21P60,processed_pseudogene,chr5,0,0,0,0,0,1,0
ENSG00000240731.1,ENSG00000240731,lncRNA,chr1,18,32,16,30,35,2,13
ENSG00000240733.3,RN7SL502P,misc_RNA,chr6,0,0,0,0,0,0,0
ENSG00000240738.1,RPL6P22,processed_pseudogene,chr8,0,0,0,0,0,5,0
ENSG00000240739.1,ENSG00000240739,unprocessed_pseudogene,chr12,0,0,0,0,0,0,0
ENSG00000240747.9,KRBOX1,protein_coding,chr3,0,0,0,0,0,0,0
ENSG00000240750.3,RN7SL559P,misc_RNA,chr1,0,1,0,1,1,2,1
ENSG00000240751.1,RABGGTBP1,processed_pseudogene,chr3,0,0,0,0,0,0,0
ENSG00000240752.1,RPS12P6,processed_pseudogene,chr3,0,0,0,0,0,0,0
ENSG00000240755.1,ERLEC1P1,processed_pseudogene,chr21,0,0,0,0,0,0,0
ENSG00000240758.2,HILPDA-AS1,lncRNA,chr7,1,0,0,2,2,0,0
ENSG00000240759.1,RPS27P21,processed_pseudogene,chr12,0,0,0,0,0,0,1
ENSG00000240760.1,RPL31P56,processed_pseudogene,chr16,0,0,0,0,0,0,0
ENSG00000240761.2,ENSG00000240761,processed_pseudogene,chr2,0,0,0,0,0,0,0
ENSG00000240764.4,PCDHGC5,protein_coding,chr5,112,64,27,173,227,85,130
ENSG00000240766.1,PLCXD2-AS1,lncRNA,chr3,0,0,1,0,0,0,0
ENSG00000240767.3,RN7SL288P,misc_RNA,chr13,0,0,0,0,0,0,0
ENSG00000240770.5,C21orf91-OT1,lncRNA,chr21,1,0,1,0,0,2,0
ENSG00000240771.8,ARHGEF25,protein_coding,chr12,393,621,270,210,898,213,251
ENSG00000240772.3,RN7SL776P,misc_RNA,chr4,0,0,0,0,0,0,0
ENSG00000240774.1,CDK2AP1P1,processed_pseudogene,chr3,0,0,0,0,0,0,0
ENSG00000240775.1,ENSG00000240775,processed_pseudogene,chr4,0,0,0,0,0,0,0
ENSG00000240776.1,RPS10P4,processed_pseudogene,chr3,0,0,1,1,0,0,1
ENSG00000240777.2,ENSG00000240777,lncRNA,chr3,0,0,0,0,0,0,0
ENSG00000240785.2,RPL36AP21,transcribed_processed_pseudogene,chr5,0,1,0,0,0,0,1
ENSG00000240787.1,NECTIN2P1,processed_pseudogene,chr3,1,0,1,0,0,1,0
ENSG00000240790.3,SND1-DT,lncRNA,chr7,0,0,1,0,0,1,1
ENSG00000240791.1,MTND4LP7,unprocessed_pseudogene,chr9,0,0,0,0,0,0,0
ENSG00000240792.2,ENSG00000240792,lncRNA,chr3,0,0,0,0,0,0,0
ENSG00000240793.1,UBA52P8,processed_pseudogene,chr16,0,0,0,2,0,0,0
ENSG00000240796.1,MTND2P14,unprocessed_pseudogene,chr3,0,0,0,0,0,0,0
ENSG00000240801.1,ENSG00000240801,lncRNA,chr11,0,0,0,0,0,0,0
ENSG00000240803.3,RN7SL231P,misc_RNA,chr19,0,0,0,0,0,0,0
ENSG00000240804.1,NPM1P28,processed_pseudogene,chr3,0,0,0,0,0,0,0
ENSG00000240808.1,ENSG00000240808,processed_pseudogene,chr11,1,0,0,0,0,0,0
ENSG00000240809.1,CAP1P1,processed_pseudogene,chr3,21,8,13,22,17,26,34
ENSG00000240813.2,ENSG00000240813,processed_pseudogene,chr17,0,0,0,0,0,0,0
ENSG00000240821.1,RPL9P25,processed_pseudogene,chr15,0,0,0,0,0,0,0
ENSG00000240823.3,RN7SL23P,misc_RNA,chr11,1,0,2,0,1,2,0
ENSG00000240824.1,MTND3P7,processed_pseudogene,chr3,0,0,0,0,0,0,0
ENSG00000240827.1,RPL19P7,processed_pseudogene,chr3,0,0,0,0,0,0,0
